attribute,global_step,epoch,train_loss,eval_loss,learning_rate,grad_norm,timestamp
verbosity,400,1.594514,0.78208700,,5.5e-05,0.37109375,2026-07-01T11:51:40.711400+00:00
verbosity,400,1.594514,0.68147075,0.79853882,5.5e-05,0.37109375,2026-07-01T11:51:46.280898+00:00
verbosity,410,1.634414,0.74164435,,5.30038802e-05,0.35351562,2026-07-01T11:51:55.735252+00:00
verbosity,410,1.634414,0.85759914,0.79848098,5.30038802e-05,0.35351562,2026-07-01T11:52:01.299990+00:00
verbosity,420,1.674314,0.70133383,,5.1011690002e-05,0.28320312,2026-07-01T11:52:13.300876+00:00
verbosity,420,1.674314,0.67599195,0.79864259,5.1011690002e-05,0.28320312,2026-07-01T11:52:18.862184+00:00
verbosity,430,1.714214,0.77290577,,4.90273512722e-05,0.39453125,2026-07-01T11:52:28.898770+00:00
verbosity,430,1.714214,0.78783804,0.79771548,4.90273512722e-05,0.39453125,2026-07-01T11:52:34.466542+00:00
verbosity,440,1.754115,0.75367399,,4.70547704203e-05,0.46484375,2026-07-01T11:52:45.377782+00:00
verbosity,440,1.754115,0.79500711,0.79785450,4.70547704203e-05,0.46484375,2026-07-01T11:52:50.938579+00:00
verbosity,450,1.794015,0.73079855,,4.5097830709e-05,0.38867188,2026-07-01T11:53:01.540446+00:00
verbosity,450,1.794015,0.76648730,0.79790486,4.5097830709e-05,0.38867188,2026-07-01T11:53:07.102654+00:00
verbosity,460,1.833915,0.65721901,,4.31603846098e-05,0.31640625,2026-07-01T11:53:18.112646+00:00
verbosity,460,1.833915,0.61201096,0.79786887,4.31603846098e-05,0.31640625,2026-07-01T11:53:23.676676+00:00
verbosity,470,1.873815,0.77604782,,4.12462462183e-05,0.29101562,2026-07-01T11:53:33.572803+00:00
verbosity,470,1.873815,0.77885622,0.79734228,4.12462462183e-05,0.29101562,2026-07-01T11:53:39.135331+00:00
verbosity,480,1.913716,0.74170678,,3.93591837464e-05,0.35351562,2026-07-01T11:53:49.763773+00:00
verbosity,480,1.913716,0.73096478,0.79721575,3.93591837464e-05,0.35351562,2026-07-01T11:53:55.323412+00:00
verbosity,490,1.953616,0.74924688,,3.75029121037e-05,0.39062500,2026-07-01T11:54:06.554169+00:00
verbosity,490,1.953616,0.81720132,0.79754004,3.75029121037e-05,0.39062500,2026-07-01T11:54:12.117519+00:00
verbosity,500,1.993516,0.71164733,,3.56810855843e-05,0.38867188,2026-07-01T11:54:20.069113+00:00
verbosity,500,1.993516,0.66627598,0.79748818,3.56810855843e-05,0.38867188,2026-07-01T11:54:25.632757+00:00
verbosity,502,2.000000,0.74784353,0.79725181,3.53211705794e-05,0.39062500,2026-07-01T11:54:33.464388+00:00
verbosity,510,2.031920,0.65133190,,3.3897290673e-05,0.31054688,2026-07-01T11:54:40.669471+00:00
verbosity,510,2.031920,0.67757130,0.79761770,3.3897290673e-05,0.31054688,2026-07-01T11:54:46.227279+00:00
verbosity,520,2.071820,0.73313789,,3.21550389848e-05,0.33593750,2026-07-01T11:54:56.450198+00:00
verbosity,520,2.071820,1.00160563,0.79863430,3.21550389848e-05,0.33593750,2026-07-01T11:55:02.010534+00:00
verbosity,530,2.111721,0.75552083,,3.04577603517e-05,0.29296875,2026-07-01T11:55:11.659680+00:00
verbosity,530,2.111721,0.68570364,0.79916434,3.04577603517e-05,0.29296875,2026-07-01T11:55:17.219287+00:00
verbosity,540,2.151621,0.73310370,,2.8808796071e-05,0.32031250,2026-07-01T11:55:28.090441+00:00
verbosity,540,2.151621,0.68479842,0.79834738,2.8808796071e-05,0.32031250,2026-07-01T11:55:33.654440+00:00
verbosity,550,2.191521,0.69347401,,2.72113923274e-05,0.37890625,2026-07-01T11:55:43.646141+00:00
verbosity,550,2.191521,0.69125956,0.79844085,2.72113923274e-05,0.37890625,2026-07-01T11:55:49.207592+00:00
verbosity,560,2.231421,0.73568579,,2.56686938024e-05,0.36914062,2026-07-01T11:55:59.830326+00:00
verbosity,560,2.231421,0.67093885,0.79851947,2.56686938024e-05,0.36914062,2026-07-01T11:56:05.390865+00:00
verbosity,570,2.271322,0.72107438,,2.41837374837e-05,0.37695312,2026-07-01T11:56:15.468788+00:00
verbosity,570,2.271322,0.94806337,0.79816163,2.41837374837e-05,0.37695312,2026-07-01T11:56:21.029688+00:00
verbosity,580,2.311222,0.69516799,,2.27594466866e-05,0.36132812,2026-07-01T11:56:31.676722+00:00
verbosity,580,2.311222,0.86650187,0.79886897,2.27594466866e-05,0.36132812,2026-07-01T11:56:37.239039+00:00
verbosity,590,2.351122,0.78053818,,2.13986252988e-05,0.32617188,2026-07-01T11:56:46.205324+00:00
verbosity,590,2.351122,0.82701987,0.79904852,2.13986252988e-05,0.32617188,2026-07-01T11:56:51.765285+00:00
verbosity,600,2.391022,0.67879023,,2.01039522611e-05,0.28515625,2026-07-01T11:57:02.288797+00:00
