p_name,p_helpfulness,p_correctness,p_coherence,p_complexity,p_verbosity,method,params,status,lam_helpfulness,lam_correctness,lam_coherence,lam_complexity,lam_verbosity,dist_l2,dist_R,proxy_pRlam,min_delta,moved,usable,t_star,t_star_lp,u_alpha
dirichlet_15,0.5553245832636765,0.10721258024249722,0.0715542923806048,0.22826694407840128,0.037641600034820234,MaxMin,c=0.0,INFEASIBLE_BALL_MISSES_SIMPLEX,,,,,,,,,,False,False,,,
dirichlet_15,0.5553245832636765,0.10721258024249722,0.0715542923806048,0.22826694407840128,0.037641600034820234,MaxMin,c=0.1,INFEASIBLE_BALL_MISSES_SIMPLEX,,,,,,,,,,False,False,,,
dirichlet_15,0.5553245832636765,0.10721258024249722,0.0715542923806048,0.22826694407840128,0.037641600034820234,MaxMin,c=0.25,INFEASIBLE_BALL_MISSES_SIMPLEX,,,,,,,,,,False,False,,,
dirichlet_15,0.5553245832636765,0.10721258024249722,0.0715542923806048,0.22826694407840128,0.037641600034820234,MaxMin,c=0.5,OK,0.7763013851815126,0.04156836920572123,0.008814845420971702,0.17331540019179442,0.0,0.2480175595839517,0.2419112124895095,0.49124036445900426,-0.05525344831155765,True,True,-0.05525344831155765,,
dirichlet_15,0.5553245832636765,0.10721258024249722,0.0715542923806048,0.22826694407840128,0.037641600034820234,MaxMin,c=0.75,OK,0.6550006653843494,0.07943110117308544,0.04506362473351859,0.20556772620346564,0.014936882505580978,0.11153316138627122,0.10892056798576254,0.44030689878695745,-0.02300205039719622,True,True,-0.02300205039719622,,
dirichlet_15,0.5553245832636765,0.10721258024249722,0.0715542923806048,0.22826694407840128,0.037641600034820234,MaxMin,c=0.9,OK,0.5946004163336867,0.09626571404196597,0.06111605064513536,0.2193226650386569,0.028695153940555256,0.04394793349797157,0.042918481094796644,0.41419340841003766,-0.009063605555588663,True,True,-0.009063605555588663,,
dirichlet_15,0.5553245832636765,0.10721258024249722,0.0715542923806048,0.22826694407840128,0.037641600034820234,MaxMin,c=0.95,OK,0.5748875248129514,0.10176004399082829,0.06635509743076909,0.22381187859976384,0.0331854551656875,0.02189007303039783,0.021377311985834542,0.40567072164766677,-0.0045145009500780825,True,True,-0.0045145009500780825,,
dirichlet_15,0.5553245832636765,0.10721258024249722,0.0715542923806048,0.22826694407840128,0.037641600034820234,MaxMin,c=1.0,OK,0.5553245832636764,0.10721258024249719,0.07155429238060479,0.22826694407840123,0.03764160003482023,1.2813490069415586e-16,1.3159562016308157e-16,0.39721286437190056,-1.1441812986111087e-16,False,True,-1.1441812986111087e-16,,
dirichlet_15,0.5553245832636765,0.10721258024249722,0.0715542923806048,0.22826694407840128,0.037641600034820234,Fair,"alpha=0.0,eps=0.01",OK,0.5986581471849274,0.09513475300984385,0.06003763747825948,0.2183985986557242,0.027770863671245104,0.0484883562379583,0.047352547318581635,0.41594773090375997,-0.010000000000000014,True,True,,,0.05174427244510352
dirichlet_15,0.5553245832636765,0.10721258024249722,0.0715542923806048,0.22826694407840128,0.037641600034820234,Fair,"alpha=0.0,eps=0.02",OK,0.6419917111061783,0.08305692577719048,0.04852098257591416,0.20853025323304714,0.017900127307669975,0.09697671247591659,0.09470509463716327,0.4346825974356192,-0.02000000000000001,True,True,,,0.10348854489020703
dirichlet_15,0.5553245832636765,0.10721258024249722,0.0715542923806048,0.22826694407840128,0.037641600034820234,Fair,"alpha=0.0,eps=0.05",OK,0.7592001215290798,0.04757890981829873,0.014590696832251324,0.1786302718203702,0.0,0.22857591792465543,0.223013161074998,0.4843101124251833,-0.05000000000000001,True,True,,,0.25770054250330726
dirichlet_15,0.5553245832636765,0.10721258024249722,0.0715542923806048,0.22826694407840128,0.037641600034820234,Fair,"alpha=0.0,eps=0.1",OK,0.8720323721882446,0.0,0.0,0.12796762781175552,0.0,0.3583227882546263,0.3495387979473001,0.5276328233980695,-0.1,True,True,,,0.5109852447449446
dirichlet_15,0.5553245832636765,0.10721258024249722,0.0715542923806048,0.22826694407840128,0.037641600034820234,Fair,"alpha=0.5,eps=0.01",OK,0.5560029786424138,0.10766378501030223,0.07162476484344323,0.2280233568573109,0.0366851146465299,0.0012817844720123634,0.0012985545038273962,0.3975668838407229,-0.0009594211425735539,True,True,,,1.000447397211228
dirichlet_15,0.5553245832636765,0.10721258024249722,0.0715542923806048,0.22826694407840128,0.037641600034820234,Fair,"alpha=0.5,eps=0.02",OK,0.5566813744767402,0.10811498882484209,0.07169523778861861,0.22777977014461287,0.035728628765186135,0.002563569147416344,0.002597109199866113,0.39792090357563553,-0.0019188427580769936,True,True,,,1.4148462775769817
dirichlet_15,0.5553245832636765,0.10721258024249722,0.0715542923806048,0.22826694407840128,0.037641600034820234,Fair,"alpha=0.5,eps=0.05",OK,0.5587165635960556,0.10946860003270922,0.0719066554197573,0.22704900897695912,0.03285917197451882,0.006408923438746855,0.006492773536709725,0.39898296333041555,-0.004797106781984375,True,True,,,2.2370683880770397
dirichlet_15,0.5553245832636765,0.10721258024249722,0.0715542923806048,0.22826694407840128,0.037641600034820234,Fair,"alpha=0.5,eps=0.1",OK,0.5621085401395028,0.11172462351330506,0.07225901920075016,0.22583107636601368,0.02807674078042828,0.012817848077205695,0.012985548303392325,0.40075306120545656,-0.00959421661130991,True,True,,,3.163692454374668
